Year,Season,Climate,City,Country,Age,Sex,thermal_preference,thermal_comfort,SET,air_temp_c,air_temp_f,operative_temp_c,air_velocity_ms,air_velocity_fpm
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.03,25.2,77.4,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.07,26.7,80.1,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,24.66,26.7,80.1,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.07,26.7,80.1,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,25.34,26.7,80.1,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.07,26.7,80.1,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,25.27,26.5,79.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,25.27,26.5,79.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,24.99,26.5,79.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.99,26.5,79.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,24.99,26.5,79.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.2,26.4,79.5,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.6,26.4,79.5,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,25.86,26.4,79.5,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,25.26,26.4,79.5,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,25.94,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,25.94,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.67,25.9,78.6,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.86,27.6,81.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.86,27.6,81.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.86,27.6,81.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.86,27.6,81.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.44,27.6,81.7,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,26.58,27.5,81.5,NA,0.16,31.5
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,26.21,27.5,81.5,NA,0.16,31.5
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.26,27.1,80.8,NA,0.24,47.24
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,26.87,27.1,80.8,NA,0.24,47.24
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,27.28,27.1,80.8,NA,0.24,47.24
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,27.28,27.1,80.8,NA,0.24,47.24
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,27.78,28.5,83.3,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,28.31,28.5,83.3,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,29.58,28.5,83.3,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,29.58,28.5,83.3,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,27.72,28.5,83.3,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.08,28.5,83.3,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,23.89,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,23.97,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,23.97,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,23.89,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,23.97,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,23.97,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,23.97,24.2,75.6,NA,0.08,15.75
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,23.35,23.6,74.5,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,23.35,23.6,74.5,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.14,29.8,85.6,NA,0.17,33.46
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,30.04,29.8,85.6,NA,0.17,33.46
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,28.74,29.8,85.6,NA,0.17,33.46
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,28.74,29.8,85.6,NA,0.17,33.46
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,30.04,29.8,85.6,NA,0.17,33.46
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,28.74,29.8,85.6,NA,0.17,33.46
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.17,30,86,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.17,30,86,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.17,30,86,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,27.87,30,86,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.17,30,86,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,28.68,30.1,86.2,NA,0.19,37.4
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.68,30.1,86.2,NA,0.19,37.4
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.83,30.1,86.2,NA,0.19,37.4
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,30.21,30.1,86.2,NA,0.19,37.4
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,33.87,30.1,86.2,NA,0.19,37.4
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,30.21,30.1,86.2,NA,0.19,37.4
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,28.85,29.3,84.7,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,28.85,29.3,84.7,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,28.62,29.3,84.7,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.75,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,30.2,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,32.7,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.4,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,30.2,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.4,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.75,29.2,84.6,NA,0.05,9.84
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,27.05,27.2,81,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,26.68,27.2,81,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,27.05,27.2,81,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,27.05,27.2,81,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,27.05,27.2,81,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,27.05,27.2,81,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,26.62,27.2,81,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,26.62,27.2,81,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,26.62,27.2,81,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,26.56,27.2,81,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,26.93,27.2,81,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.22,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.61,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.22,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,25.87,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,25.61,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.22,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.61,25.6,78.1,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,23.7,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,23.7,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.11,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,23.7,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,23.7,24.3,75.7,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,24.64,28.3,82.9,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.57,28.3,82.9,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,26.84,28.3,82.9,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,24.57,28.3,82.9,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,24.57,28.3,82.9,NA,0.02,3.94
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,26.71,27.9,82.2,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,26.71,27.9,82.2,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,26.71,27.9,82.2,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,26.71,27.9,82.2,NA,0.01,1.97
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,29.54,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.23,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.54,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.54,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.23,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.74,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.74,31,87.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.45,30.4,86.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,28.18,30.4,86.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.45,30.4,86.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.31,30.2,86.4,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.31,30.2,86.4,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.27,30.2,86.4,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.31,30.2,86.4,NA,0.14,27.56
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.2,30.7,87.3,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.49,30.7,87.3,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.2,30.7,87.3,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.2,30.7,87.3,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,30.49,30.7,87.3,NA,0.25,49.21
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.32,31.3,88.3,NA,0.23,45.28
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.32,31.3,88.3,NA,0.23,45.28
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,28.43,32.6,90.7,NA,0.33,64.96
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.02,32.6,90.7,NA,0.33,64.96
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.02,32.6,90.7,NA,0.33,64.96
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.27,32.6,90.7,NA,0.33,64.96
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.79,30.8,87.4,NA,0.13,25.59
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.79,30.8,87.4,NA,0.13,25.59
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,30.56,30.8,87.4,NA,0.13,25.59
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.79,30.8,87.4,NA,0.13,25.59
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.74,32.7,90.9,NA,0.35,68.9
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.74,32.7,90.9,NA,0.35,68.9
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.05,32.7,90.9,NA,0.35,68.9
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.74,32.7,90.9,NA,0.35,68.9
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.05,32.7,90.9,NA,0.35,68.9
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.22,29.1,84.4,NA,0,0
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,28.22,29.1,84.4,NA,0,0
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,27.95,29.1,84.4,NA,0,0
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,27.89,29.1,84.4,NA,0,0
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,28.22,29.1,84.4,NA,0,0
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.22,29.1,84.4,NA,0,0
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.74,29.6,85.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.42,29.6,85.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.74,29.6,85.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.42,29.6,85.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.42,29.6,85.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,23.26,25.3,77.5,NA,0.03,5.91
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,22.9,25.3,77.5,NA,0.03,5.91
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,23.26,25.3,77.5,NA,0.03,5.91
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,23.26,25.3,77.5,NA,0.03,5.91
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.19,25.4,77.7,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,24.19,25.4,77.7,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,23.8,25.4,77.7,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,23.8,25.4,77.7,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,23.8,25.4,77.7,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,24.19,25.4,77.7,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.14,32.1,89.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.14,32.1,89.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,29.9,32.1,89.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,29.9,32.1,89.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,28.83,31.5,88.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,28.78,31.5,88.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,warmer,NA,28.83,31.5,88.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.78,31.5,88.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.09,31.5,88.7,NA,0.2,39.37
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.58,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,30.58,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.84,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,31.01,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,31.01,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,31.01,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.84,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,30.84,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.84,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,30.84,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,30.58,32.9,91.2,NA,0.12,23.62
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.59,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.59,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.59,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,28.34,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,28.34,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.59,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.59,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,28.85,29.9,85.8,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,28.29,31.2,88.2,NA,0.15,29.53
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,25.23,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,25.49,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,24.9,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,25.23,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,cooler,NA,24.9,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,25.23,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Female,no change,NA,24.9,25.7,78.3,NA,0.04,7.87
2012,Winter,Hot semi-arid,Hyderabad,India,NA,Male,warmer,NA,24.83,25.7,78.3,NA,0.04,7.87
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,26.61,28.6,83.5,NA,0.23,45.28
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,26.23,28.6,83.5,NA,0.23,45.28
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,26.61,28.6,83.5,NA,0.23,45.28
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.48,30.2,86.4,NA,0.05,9.84
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,no change,NA,29.64,30.6,87.1,NA,0.12,23.62
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.64,30.6,87.1,NA,0.12,23.62
2012,Spring,Hot semi-arid,Hyderabad,India,NA,Male,cooler,NA,29.64,30.6,87.1,NA,0.12,23.62
