season,climate,country,coolingStrategy,thermalPreference,thermalComfort,indoorTemperature
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.1
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,25.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.6
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26
Summer,Hot semi-arid,India,Mixed Mode,no change,3,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.7
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.2
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,2,24.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,24.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,26.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,26.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,26.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,26.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,25.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.6
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,25.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,3,25.3
Summer,Hot semi-arid,India,Mixed Mode,no change,3,25.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,26
Summer,Hot semi-arid,India,Mixed Mode,no change,3,26
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.9
Summer,Hot semi-arid,India,Mixed Mode,warmer,3,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.9
Summer,Hot semi-arid,India,Mixed Mode,no change,2,24
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,4,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.5
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,23
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,23.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,26
Summer,Hot semi-arid,India,Mixed Mode,no change,5,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.2
Summer,Hot semi-arid,India,Mixed Mode,no change,4,24
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24
Summer,Hot semi-arid,India,Mixed Mode,no change,6,22.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.1
Summer,Hot semi-arid,India,Mixed Mode,warmer,6,24.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.7
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,23.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27
Summer,Hot semi-arid,India,Mixed Mode,no change,4,27.5
Summer,Hot semi-arid,India,Mixed Mode,no change,3,27.3
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.4
Summer,Hot semi-arid,India,Mixed Mode,no change,4,26
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27
Summer,Hot semi-arid,India,Mixed Mode,no change,3,27.5
Summer,Hot semi-arid,India,Mixed Mode,no change,4,27.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,27.8
Summer,Hot semi-arid,India,Mixed Mode,no change,4,27.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.1
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.5
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.6
Summer,Hot semi-arid,India,Mixed Mode,no change,5,26.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,3,26.9
Summer,Hot semi-arid,India,Mixed Mode,no change,3,25.7
Summer,Hot semi-arid,India,Mixed Mode,warmer,4,26.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.2
Summer,Hot semi-arid,India,Mixed Mode,no change,6,24.4
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,26
Summer,Hot semi-arid,India,Mixed Mode,no change,6,25.3
Summer,Hot semi-arid,India,Mixed Mode,warmer,5,24.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,25.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.9
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,27.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.2
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.9
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.6
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,30.5
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,4,29
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.2
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.5
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.2
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.1
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.5
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,3,29
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,28.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,4,29.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,4,30
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,29.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,4,29.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,4,30.2
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,5,30.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,29.7
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,3,30
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.9
Summer,Hot semi-arid,India,Naturally Ventilated,no change,4,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,29.9
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,30
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,30.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.1
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,29
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,29.3
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,3,29.5
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,3,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,28.6
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,29.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,3,29.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,29.2
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,3,28.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,4,29.9
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,30.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30.4
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,30.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,30.7
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,31
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,2,30.7
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,5,30.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,2,30.5
Summer,Hot semi-arid,India,Naturally Ventilated,no change,3,30.5
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,29.6
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,28.4
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,4,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,30.8
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,31.2
Summer,Hot semi-arid,India,Naturally Ventilated,warmer,6,31.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,5,31.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.2
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.1
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,29.4
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,28.3
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,28.5
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,27.7
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,28.6
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,28.7
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,29.8
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,28.1
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,2,28.1
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,3,28.2
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,28
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,5,28.5
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,3,28.5
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,28.8
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,28.8
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,3,29
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,29.5
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,29.5
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,28.8
Summer,Hot semi-arid,India,Naturally Ventilated,no change,6,28.7
Summer,Hot semi-arid,India,Naturally Ventilated,cooler,6,28.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.4
Summer,Hot semi-arid,India,Mixed Mode,no change,2,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,30.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,1,30.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,30.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,29.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,28.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,28.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,28.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,1,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,28.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,28.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29
Summer,Hot semi-arid,India,Mixed Mode,no change,6,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,29.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,29.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,28.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,29.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,1,30.4
Summer,Hot semi-arid,India,Mixed Mode,no change,6,30.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,4,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,30.6
Summer,Hot semi-arid,India,Mixed Mode,no change,3,30.4
Summer,Hot semi-arid,India,Mixed Mode,no change,5,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,29.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,25.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,28.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,27.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,27.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.6
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,30.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,31
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.7
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,no change,5,30.8
Summer,Hot semi-arid,India,Mixed Mode,no change,5,30.9
Summer,Hot semi-arid,India,Mixed Mode,no change,3,31
Summer,Hot semi-arid,India,Mixed Mode,no change,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,6,30.8
Summer,Hot semi-arid,India,Mixed Mode,no change,6,30.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,29.3
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.9
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,1,28.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.6
Summer,Hot semi-arid,India,Mixed Mode,no change,6,28.6
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.7
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,4,29.1
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.1
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.3
Summer,Hot semi-arid,India,Mixed Mode,no change,3,29.4
Summer,Hot semi-arid,India,Mixed Mode,no change,4,29.4
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29
Summer,Hot semi-arid,India,Mixed Mode,no change,3,29.2
Summer,Hot semi-arid,India,Mixed Mode,cooler,5,29.3
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,3,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.2
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.4
Summer,Hot semi-arid,India,Mixed Mode,no change,2,29.6
Summer,Hot semi-arid,India,Mixed Mode,no change,3,29.5
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,3,29.6
Summer,Hot semi-arid,India,Mixed Mode,no change,5,29.5
Summer,Hot semi-arid,India,Mixed Mode,cooler,2,29.6
Summer,Hot semi-arid,India,Mixed Mode,no change,3,29.7
Summer,Hot semi-arid,India,Mixed Mode,warmer,2,29.7
