season,climate,country,coolingStrategy,thermalPreference,thermalComfort,indoorTemperature
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,24.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,warmer,5,24.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,25.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,25.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,warmer,6,24.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,24.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,22.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,22.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,24.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,25.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,25.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,26.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,26.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,26.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,26.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,warmer,5,26.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,26.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,warmer,6,25.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,25.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,26
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,26
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,24.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,24.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,25.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,25.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,24.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,21.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,22.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,22.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,18.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,19.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,24
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,24.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,24.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,23.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,22.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,21.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,4,21.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,21.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,22
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,3,22
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,22.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,22.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,4,22.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,23.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,2,22.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,22.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,1,23.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,23.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,3,23.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,2,23.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,3,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,5,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,23
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,5,23
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,26
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,26.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,26
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,26
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,26
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,4,23.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,3,24
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,23.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,4,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,3,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,4,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,3,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,3,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,25.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,3,24.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,25
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,23
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,6,22.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,22.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,22.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,5,22.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,22.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,22.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,22.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,22.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,22.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,22.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,4,22.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,23.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,4,23.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,4,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.1
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,23.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,26.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,25.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,4,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,6,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,25.3
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,5,25.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.6
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,5,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,warmer,3,24.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,24.9
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.4
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.5
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.8
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,6,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,4,23.7
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,cooler,4,24.2
Winter,Monsoon-influenced humid subtropical,India,Air Conditioned,no change,5,23.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,19.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,20.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,19
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,20.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,19.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,18.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,19.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,18.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,18.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,17.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,18.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,18.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,17.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,17.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,17.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,18.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,19.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,20.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,17.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,17.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,16.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,16
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,19.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,3,19
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,18.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,18.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,18.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,19.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,17.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,17.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,18.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,18.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,19.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,20.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,19.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,17.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,18.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,19.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,19.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,19.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,warmer,5,19.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,19.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,19.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,19.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,19
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,18.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,16.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,16.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,16.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,16.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,3,16.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,16.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,19.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,19.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,2,17.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,17.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,17.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,16.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,17.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,16.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,16.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,19.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,18.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,18.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,18.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,18.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,17
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,16.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,16.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,17
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,16
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,19
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,4,19.1
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,19.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,16.9
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,16.8
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,17.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,4,17.3
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,17.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,17.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,1,16.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,5,16.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,16.7
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,19.2
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,19.5
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,17.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,16.3
